id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	currency	availability	shipping_weight	brand	condition	product_type	google_product_category	payment_accepted	age	gender
33	Baghera Le Mans Pink Pedal Car	The Baghera Le Mans Pink Pedal Car is based on the iconic 1920s 24 hour Le Mans sports car. This unique vintage looking toy comes with real rubber tyres and a luxurious Pink painted metal body for an authentic fast lane feel. Not only is the Baghera Le Mans Pink Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-le-mans-pink-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1924R.jpg	 	199.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
34	Baghera Le Mans Green Pedal Car	The Baghera Le Mans Green Pedal Car is based on the iconic 1920s 24 hour Le Mans sports car. This unique vintage looking toy comes with real rubber tyres and a luxurious Green painted metal body for an authentic fast lane feel. Not only is the Baghera Le Mans Green Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-le-mans-green-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1924V.jpg	 	199.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
35	Baghera Monaco Red Pedal Car	The Baghera Monaco Red Pedal Car is based on the motorcars from the early 1900s. This unique vintage looking toy comes with real rubber tyres and a luxurious red painted metal body for an authentic fast lane feel. Not only is the Baghera Monaco Red Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-monaco-red-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1926M.jpg	 	159.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
36	Baghera Montherly Blue Pedal Car	The Baghera Montherly Blue Pedal Car is based on the motorcars from the early 1900s. This unique vintage looking toy comes with real rubber tyres and a luxurious blue painted metal body with white stripe detailing and number 1 decal for an authentic fast lane feel. Not only is the Baghera Montherly Blue Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-montherly-blue-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1927.jpg	 	199.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
37	Baghera Bianchi White Pedal Car	The Baghera Bianchi White Pedal Car is based on the 1930s Bugatti racing car. This unique vintage looking toy comes with real rubber tyres and a luxurious white painted metal body with red wheels and re number 4 decal for an authentic fast lane feel. Not only is the Baghera Bianchi White Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-bianchi-white-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1928.jpg	 	199.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
38	Baghera Classic Blue Pedal Car	The Baghera Classic Blue Pedal Car is based on the classic cars of the 1930s. This unique vintage looking toy comes with real rubber tyres and a luxurious blue painted metal body with blue wheels and large chrome lights on the front. Not only is the Baghera Classic Blue Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-classic-blue-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1933.jpg	 	149.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
39	Baghera Classic Red Pedal Car	The Baghera Classic Red Pedal Car is based on the classic cars of the 1930s. This unique vintage looking toy comes with real rubber tyres and a luxurious Red painted metal body with Red wheels and large chrome lights on the front. Not only is the Baghera Classic Red Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-classic-red-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1938.jpg	 	149.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
40	Baghera Classic Green Pedal Car	The Baghera Classic Green Pedal Car is based on the classic cars of the 1930s. This unique vintage looking toy comes with real rubber tyres and a luxurious Green painted metal body with Green wheels and large chrome lights on the front. Not only is the Baghera Classic Green Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-classic-green-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1939.jpg	 	149.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
41	Baghera Classic Pink Pedal Car	The Baghera Classic Pink Pedal Car is based on the classic cars of the 1930s. This unique vintage looking toy comes with real rubber tyres and a luxurious Pink painted metal body with Pink wheels and large chrome lights on the front. Not only is the Baghera Classic Pink Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-classic-pink-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1942.jpg	 	149.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
42	Baghera Deauville Pedal Car	The Baghera Deauville Pedal Car is based on the classic cars of the 1930s. This unique vintage looking toy comes with real rubber tyres and a luxurious brown painted metal body with cream wheels and large chrome lights on the front. Not only is the Baghera Deauville Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young racer.	http://www.lullabuy.co.uk/baghera-deauville-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1935.jpg	 	169.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
43	Baghera Fire Truck Pedal Car	The Baghera Fire Truck Pedal Car is based on the classic American fire truck. This unique vintage looking toy comes with real rubber tyres and a luxurious red painted metal body with two ladders at the rear and large chrome lights on the front. Not only is the Baghera Fire Truck Pedal Car certain to be an instant winner with your child but it’s well designed adjustable pedals will allow the car to grow at the same speed as your young fireman/women.	http://www.lullabuy.co.uk/baghera-fire-truck-pedal-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG1938FE.jpg	 	169.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
44	Baghera Speedster Racer Black Ride On Car	The Baghera Speedster Racer Black Ride On Car is built to last with a strong black painted metal body. This unique vintage looking toy comes with real rubber tyres and a luxurious padded seat for comfort and racing stripes on the bonnet for an authentic fast lane feel. This Baghera Speedster Racer Black Ride On Car is certain to be an instant winner with your child.	http://www.lullabuy.co.uk/baghera-speedster-racer-black-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG802.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
45	Baghera Speedster Racer Blue Ride On Car	The Baghera Speedster Racer Blue Ride On Car is built to last with a strong Blue painted metal body. This unique vintage looking toy comes with real rubber tyres and a luxurious padded seat for comfort and racing stripes on the bonnet for an authentic fast lane feel. This Baghera Speedster Racer Blue Ride On Car is certain to be an instant winner with your child.	http://www.lullabuy.co.uk/baghera-speedster-racer-blue-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG803.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
46	Baghera Speedster Racer Fireman Ride On Car	The Baghera Speedster Racer Red Ride On Car is built to last with a strong Red painted metal body. This unique vintage looking toy comes with real rubber tyres and a luxurious padded seat for comfort and racing stripes on the bonnet for an authentic fast lane feel. This Baghera Speedster Racer Red Ride On Car is certain to be an instant winner with your child.	http://www.lullabuy.co.uk/baghera-speedster-racer-fireman-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG838.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
47	Baghera Speedster Silver Ride On Car	The Baghera Speedster Racer Silver Ride On Car is built to last with a strong Silver painted metal body. This unique vintage looking toy comes with real rubber tyres and a luxurious padded seat for comfort and racing stripes on the bonnet for an authentic fast lane feel. This Baghera Speedster Racer Silver Ride On Car is certain to be an instant winner with your child.	http://www.lullabuy.co.uk/baghera-speedster-silver-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG870.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
48	Baghera Speedster New Plane Ride On Car	The Baghera Speedster New Plane On Car is a perfect car for children age 12 months or older. The Baghera New Plane Ride On Car has a solid metal frame with a propeller on the front and brown wings to make this look like a plane . This ride on car also has quality rubber tyres and a padded seat for extra comfort for your little one. This Baghera ride on car will be an instant winner any young pilot.	http://www.lullabuy.co.uk/baghera-speedster-new-plane-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG878.jpg	 	89.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
49	Baghera Speedster St. Line Blue Ride On Car	The Baghera Speedster St. Line Blue &nbsp;Ride On Car is simple and easy to use ride on car perfect for your little driver. This unique ride on car comes a luxurious blue painted metal body and is very comfortable for your child and their toys. The Baghera Speedster St. Line Blue Ride On Car can be used both inside and outside&nbsp;as it has real rubber tyres.&nbsp;	http://www.lullabuy.co.uk/baghera-speedster-st-line-blue-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG880.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
50	Baghera Speedster Pink Ride On Car	The Baghera Speedster Pink Ride On Car is a perfect car for children age 12 months or older. The Baghera Speedster Pink Ride On Car has a solid metal frame with a stunning pink painted finish. This ride on car also has quality rubber tyres and a padded seat for extra comfort for your little one. This Baghera ride on car will be an instant winner any young driver.	http://www.lullabuy.co.uk/baghera-speedster-pink-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG882.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
51	Baghera Speedster Police Ride On Car	The Baghera Speedster Police Ride On Car is a perfect car for children age 12 months or older. The Baghera Speedster Police Ride On Car has a solid metal frame with a stunning police themed painted finish. This ride on car also has quality rubber tyres and a padded seat for extra comfort for your little one. This Baghera ride on car will be an instant winner any young policeman.	http://www.lullabuy.co.uk/baghera-speedster-police-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG886.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
52	Baghera Speedster St. Line Red Ride On Car	The Baghera Speedster St. Line Red Ride On Car is simple and easy to use ride on car perfect for your little driver. This unique ride on car comes a luxurious red painted metal body and is very comfortable for your child and their toys. The Baghera Speedster St. Line Red Ride On Car can be used both inside and outside&nbsp;as it has real rubber tyres.&nbsp;	http://www.lullabuy.co.uk/baghera-speedster-st-line-red-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG890.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
53	Baghera Speedster Flame Ride On Car	The Baghera Speedster Flame Ride On Car is a perfect car for children age 12 months or older. The Baghera Speedster Flame Ride On Car has a solid metal frame with a stunning flame themed painted finish. This ride on car also has quality rubber tyres and a padded seat for extra comfort for your little one. This Baghera ride on car will be an instant winner any young fireman.	http://www.lullabuy.co.uk/baghera-speedster-flame-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG891.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
54	Baghera Speedster Jungle Ride On Car	The Baghera Speedster Jungle Ride On Car is a perfect car for children age 12 months or older. The Baghera Speedster Jungle Ride On Car has a solid metal frame with a stunning jungle themed painted finish. This ride on car also has quality rubber tyres and a padded seat for extra comfort for your little one. This Baghera ride on car will be an instant winner any young driver.	http://www.lullabuy.co.uk/baghera-speedster-jungle-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG892.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
55	Baghera Speedster St. Line Black Ride On Car	The Baghera Speedster St. Line Black Ride On Car is simple and easy to use ride on car perfect for your little driver. This unique ride on car comes a luxurious black painted metal body and is very comfortable for your child and their toys. The Baghera Speedster St. Line Black Ride On Car can be used both inside and outside&nbsp;as it has real rubber tyres.&nbsp;	http://www.lullabuy.co.uk/baghera-speedster-st-line-black-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG895.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
56	Baghera Speedster St. Line Yellow Ride On Car	The Baghera Speedster St. Line Yellow Ride On Car is simple and easy to use ride on car perfect for your little driver. This unique ride on car comes a luxurious yellow painted metal body and is very comfortable for your child and their toys. The Baghera Speedster St. Line Yellow Ride On Car can be used both inside and outside&nbsp;as it has real rubber tyres.&nbsp;	http://www.lullabuy.co.uk/baghera-speedster-st-line-yellow-ride-on-car.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG899.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
57	Baghera Early Rider Scooter	 	http://www.lullabuy.co.uk/baghera-early-rider-scooter.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG700.jpg	 	69.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
58	Baghera Balance Bike	The Baghera Balance Bike is based on the classic training bike for children. This unique vintage looking toy comes with real rubber tyres and a wooden frame. Not only is the Baghera Balance Bike certain to be an instant winner with your child but it is also well designed from sustainable wood to help develop balance and coordination&nbsp; on two wheels. This Balance Bike also has an adjustable seat so that the bike can be used up until the child is 6 years old.	http://www.lullabuy.co.uk/baghera-balance-bike.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG701.jpg	 	79.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
59	Baghera Classic Ride On	 	http://www.lullabuy.co.uk/baghera-classic-ride-on.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG702.jpg	 	64.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
60	Baghera Kiddie Bike	The Baghera Kiddie Bike is based on the classic training bike for children. This unique vintage looking toy comes with real rubber tyres and a wooden frame. Not only is the Baghera Kiddie Bike certain to be an instant winner with your child but it is also well designed from sustainable wood to help develop balance and coordination&nbsp; starting with three wheels. This Kiddie Bike also has pedals so your child can learn to use pedal before they move on to two wheeled bikes.	http://www.lullabuy.co.uk/baghera-kiddie-bike.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG703.jpg	 	89.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
61	Baghera Rocking Horse	"The Baghera Wooden Rocking Horse makes a fantastic unique gift for your child and adds a decorative feature to the playroom. The Lovely Wooden Rocking Horse is brought to you by French design company Baghera - a leading designer of childrens toys, the Baghera wooden rocking horse is highly durable.&nbsp; It is made from high quality wood - and is great for smaller children as it even has a safety rail. &nbsp;Colour: Brown and White Length 70cm Width: 31cm Height: 35cm Ages: 1 years Plus"	http://www.lullabuy.co.uk/baghera-rocking-horse.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG704.jpg	 	89.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
62	Baghera Mini Bike	The Baghera Mini Bike is based on the classic training bike for children. This unique vintage looking toy comes with real rubber tyres and a wooden frame. Not only is the Baghera Mini Bike certain to be an instant winner with your child but it is also well designed from sustainable wood to help develop balance and coordination&nbsp; starting with three wheels. This Mini Bike also has pedals so your child can learn to use pedal before they move on to two wheeled bikes.	http://www.lullabuy.co.uk/baghera-mini-bike.html	http://www.lullabuy.co.uk/media/catalog/product/B/G/BG706.jpg	 	89.95	 	 	GBP	in stock	11.0000 kg	baghera	new	Toy Cars	Toys & Games > Toys > Play Vehicles > Toy Cars	"MasterCard,Visa"	Kids	Unisex
